微博id,微博正文,发布时间,点赞数,转发数,评论数
O7etGcbIq,#小爱同学被雷军喊崩了##雷军发布会上喊小爱全国应答服务器崩溃#笑死 换种方式问小爱同学回答还不一样你小子还有两副面孔是吧  [组图共2张] 原图 ,2024-03-29 12:29,485,4,68
O7dV9wICL,小米14海湾蓝和小米SU7海湾蓝合照🈶前方@白问视频 闪现汉街体验店随机采访，在附近的可以去抓豆豆  [组图共4张] 原图 ,2024-03-29 11:04,390,10,60
O7dDACgTx,Find X7U卫星通信和16GB+1TB大存储版来了，7499元买吗？*16+512G为6999元，加500上1TB和多了卫星通信功能，这价格怎么样？  原图 ,2024-03-29 10:21,429,2,164
O7cMdm8Gv,「小白」小米SU7体验：首战即决战？#小米SU7首发评测# 小米汽车终于来了！本期很长，但值得你看完！兄弟们记得点波赞~   #小米SU7价格# 小白测评等人的共创视频  ,2024-03-29 08:09,11388,2134,1867
O79mV4VgB,晚安 明早记得来看…大概可能差不多是…最详细的小米SU7体验视频  原图 ,2024-03-28 23:29,622,1,87
O798tnhrB,这个订单量确实很大了，27分钟50000台大定，这个成绩之前确实没见过。首销权益确实香，真有意向的一定是不会错过的。价格方面，21.59W的起售价配合首发权益，确实低于不少人的预期。汽车首销有手机的气势，没遇到过。小米股价都起来了，实际表现，可以期待下明早的视频 #小米su7首销大定4分钟破万# [组图共2张] 原图 ,2024-03-28 22:53,2807,28,376
O794c1des,限量5000 编号2090还行吧#小米SU7##雷军 雷神#  [组图共2张] 原图 ,2024-03-28 22:43,3594,35,316
O78XzEa9X,#小米SU7价格##小米汽车27分钟大定突破50000台#4分钟大定破万7分钟大定破2万这速度  [组图共2张] 原图 ,2024-03-28 22:26,1769,13,308
O78NfC2kg,#小米SU7#创始版没抢到  原图 ,2024-03-28 22:01,1527,4,219
O78B1DA4e,#小米SU7价格#准备好抢创始版了💪🏻  原图 ,2024-03-28 21:31,713,5,118
O78vrhpEh,#小米车模##小米SU7# 车模居然这么快就卖没了？？？  原图 ,2024-03-28 21:17,844,8,161
O78ssoeYd,#小米SU7##小米发布会# 小米SU7车模499元小米14系列汽车同款限定色4999起还有水杯棒球帽各种周边  [组图共9张] 原图 ,2024-03-28 21:10,2498,101,246
O78qdqUzS,#小米SU7价格# #小米SU7售价21.59万元起#小米汽车SU7创始版价格和常规版本一样21.59万元起步限量5000台 2W定金，支付即锁单，现车交付，4月3日启动交付  [组图共4张] 原图 ,2024-03-28 21:04,399,5,101
O78obBmjw,#小米SU7价格# 小米汽车三款价格汇总：小米SU7：21.59万元起！小米SU7 Pro：24.59万元起小米SU7 Max：29.99万元起 这价格怎么样？ 3个颜色车漆免费 其它色+7000 内饰免费 轮胎看图标准版、Max版是4月底启动交付；Pro版是5月底启动交付#你会买小米SU7吗#  [组图共9张] 原图 ,2024-03-28 20:59,1027,36,192
O78nzte2d,#小米SU7价格# 小米SU7 Max价格公布雷军：“越级对标保时捷Taycan Turbo”29.99万元起 这价格怎么样？  [组图共6张] 原图 ,2024-03-28 20:58,532,12,117
O78lMo3OL,#小米SU7价格# 小米汽车SU7价格：21.59万元起小米汽车SU7 Pro价格：24.59万元起小米汽车SU7 Max：29.99万元起 图6是友商表情~这价格怎么样？  [组图共9张] 原图 ,2024-03-28 20:53,38057,771,3666
O78js7JK9,#小米SU7价格# 价格公布21.59万元起！买吗？图2是蔚来理想长城各家在价格公布后第一时间的表情 何小鹏貌似提前离场了？4月30日前大定，免费送冰箱、音响、真皮座椅、小米智驾  [组图共3张] 原图 ,2024-03-28 20:48,925,7,213
O78icqXBe,#雷军称小米汽车对标特斯拉##小米SU7# 小米汽车SU7对比特斯拉Model3焕新版选谁？  [组图共4张] 原图 ,2024-03-28 20:44,1614,22,323
O789Wp1at,#小米发布会##小米SU7# 配套的智能生态产品太多了  [组图共9张] 原图 ,2024-03-28 20:24,291,9,60
O783B1FM3,#小米SU7# 起步续航700km小米自建超级充电站，600kW液冷超充，首批规划城市北京、上海、杭州将逐步建设；全系标配高速领航、一键代客泊车和智能泊车辅助等高阶智能驾驶功能；城市NOA会在4月开通用户测试，5月正式开通10城，8月全国开通；  [组图共18张] 原图 ,2024-03-28 20:08,136,4,48
O77YgEROf,#小米SU7首发共9款颜色##小米su7# 一共9个颜色，你最喜欢哪个？*投票点开图片可查看相应大图 小米汽车9个颜色，你更喜欢哪个？  ,2024-03-28 19:55,8686,19,87
O77SujyI8,#小米SU7##小米发布会# 2.78s百公里加速，最高时速265Km/s。 对比保时捷Taycan Turbo和特斯拉Model3  [组图共3张] 原图 ,2024-03-28 19:41,162,0,35
O77QGezef,#小米SU7##小米发布会##宝马天使眼之父现身小米SU7发布会# 小米汽车设计顾问克里斯班戈：我很喜欢小米之家的产品  [组图共2张] 原图 ,2024-03-28 19:37,151,1,27
O77P73R4l,#小米SU7##小米发布会# 小米SU7防晒做了很多38℃暴晒1.5小时后车内温度比特斯拉Model3低12℃还专门搞了雨伞收纳空间  [组图共7张] 原图 ,2024-03-28 19:33,185,6,42
O77N24Tti,#小米SU7##小米发布会# SU7各种收纳做得很到位还有1/4''标准螺纹接口特别适合拍视频  [组图共9张] 原图 ,2024-03-28 19:28,270,6,52
O77JUwXYs,#科技春晚# ##雷军排面# #雷军感谢多家车企#新能源汽车圈的历史性时刻：蔚小理在小米汽车发布会台下合影 卢伟冰卢总笑得好开心#小米SU7# #李斌李想何小鹏现身小米汽车发布会#  [组图共2张] 原图 ,2024-03-28 19:20,373,2,52
O77HQts7E,#小米发布会##小米SU7# 霞光紫配色 & 雷军母校武汉大学樱花合影官方照来了好看吗？  [组图共4张] 原图 ,2024-03-28 19:15,180,7,27
O77H9hIad,#小米发布会##小米SU7# 共有9个颜色：橄榄绿、海湾蓝、雅灰、霞光紫、流星蓝、熔岩橙、寒武岩灰、钻石黑、珍珠白9个颜色，大家选哪个？  [组图共6张] 原图 ,2024-03-28 19:13,116,4,32
O77FvDGVt,#小米发布会##小米SU7# 小米汽车发布会开始了~雷军：小米SU7的目标是造一台50万元以内最好看、最好开、最智能的轿车  原图 ,2024-03-28 19:09,61,0,20
O77k79RyU,有没有谁和我一样18：08去华为商城看P70有没有突然上架的  原图 ,2024-03-28 18:16,823,6,183
O76LvE0s2,vivo也晒图了～下载速度超3619Mbps“4月以后大家要进5.5G时代 ”  原图 ,2024-03-28 16:51,347,5,184
O76n2hXs5,5.5G来了  [组图共3张] 原图 ,2024-03-28 15:51,1405,27,327
O74Hdj86B,#华为P70#P70会不会突然来个“闪击”？[春游家族]回顾下前几代发布时间↓📱华为P30系列：2019年3月26日全球发布会，4月11日国内发布会📱华为P40系列：2020年3月26日全球发布会，4月8日国内发布会📱华为P50系列：2021年7月29日发布会📱华为P60系列：2023年3月23日发布会P70系列也该发布了 原图 ,2024-03-28 11:35,2031,29,437
O74iXCZYr,#小米SU7霞光紫# 小米汽车紫色官图来了居然没放武大拍的那组图 图4是网友在武大拍摄的紫色和樱花合影  [组图共4张] 原图 ,2024-03-28 10:35,1159,10,230
O740UsuK6,此常程非彼常程一个前联想小米一个是京东方的同名  [组图共2张] 原图 ,2024-03-28 09:51,267,1,48
O73OPwYCB,#小米汽车#今晚就正式发布了来猜个最低配的起步价格吧评论区前3个猜对的请喝奶茶🧧  抽奖详情  原图 ,2024-03-28 09:21,3109,44,3534
O72Qk5O6X,又是一天没人比我早的早上好  ,2024-03-28 06:52,356,1,136
O6YRZjNWG,再来组随手拍，看看大家更喜欢哪张来自vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版，图片顺序打乱随机排列。  [组图共4张] 原图 ,2024-03-27 20:45,1600,15,244
O6XQQ3JF2,新能源车的电池会在使用过程中发生容量衰减，以至于电池“寿命焦虑”一直是新能源车用户担心的问题。为解决这一问题，深蓝G318体验日暨深蓝超级增程技术进化日上，发布了深蓝超级增程2.0，其中金钟罩电池2.0，通过与全球顶级合作伙伴联合开发高稳定性标准电芯，让循环寿命>5000cls，还基于AI大模型的车-云全生命周期管理和SOC估算技术，使LFP 电池SOC精度控制在了误差≤3%，远低于行业5%的平均水平，让新能源车主们用车更敢开、开得更畅快~#深蓝汽车##混动的天花板是深蓝超级增程# #深蓝超级增程硬核技术# 原图 ,2024-03-27 18:10,471,377,435
O6VWN06dS,新款极氪001到了，今天测测续航（新老款001都已集齐)，目前市区的平均能耗是22.3，对比老款略高，不过我们借的老款是单电机的，完整情况回头视频说～  [组图共3张] 原图 ,2024-03-27 13:19,245,4,87
O6V7t1Vui,#小米su7#帮选一个，我开什么颜色更搭一点🙋 小米汽车定哪个颜色好？  ,2024-03-27 11:12,16706,27,242
O6V2Gcy9F,#雷军称SU7是50万内最好开的轿车#等28号发布后试驾就开始了到时候大家就可以来回答这个问题了就目前来说，你看好吗？  原图 ,2024-03-27 11:00,3936,6,366
O6UQCytCO,王腾在某音首曝了红米Note系列新机的正面，三边控制的还是很好的，还是直边设计。这个颜值可以打几分  [组图共2张] 原图 ,2024-03-27 10:31,1084,5,385
O6UjRqdtW,苹果官宣 WWDC 24 开发者大会， 6月11日至15日有几点可以期待下iOS 18，可能大改Apple Vision Pro的国行发布计划以及价格苹果AI的进度以及成果更新产品，可能有iPad/Mac的更新大家是不是都在等iPad mini的更新  原图 ,2024-03-27 09:10,275,4,96
O6PIjix2g,vivo X Fold3系列续航表现如何？数据库4.0折叠屏专项续航模型实测：1、vivo X Fold3 Pro：5700mAh电池容量，三小时折叠屏专项续航测试剩余电量55%，六小时折叠屏专项续航测试到5小时1分钟关机。(数据基于测试时最新版 PD2337B-A-14.0.13.31.W10.V000L1 系统测试)2、vivo X Fold3：5500mAh电池容量，三小时折叠屏专项续航测试剩余53%，六小时折叠屏专项续航测试到4小时47分钟关机。(数据基于测试时最新版PD2303D-A-14.0.14.30.W10V0000L1系统测试)数据库4.0续航模型查看指南👉🏻http://t.cn/A6jt9Dmm， 4.0模型测试兼顾内外屏使用，相比3.5版本测试压力增加了，4.0模拟日常使用手机的复杂场景，如微信QQ后台消息、多个应用同时打开使用、玩游戏时语音对话等。#小白测评数据库4.0# 环境温25℃±0.5℃，屏幕亮度350nit，声音75dB（六小时重度续航、游戏：性能模式） [组图共2张] 原图 ,2024-03-26 21:27,502,6,103
O6PsdwtjI,#vivoXFold3发布会# vivoX Fold3系列正式发布 这价格怎么样？🦋vivo X Fold3：12+256GB版售价6999元，16+256GB版7499元，16+512GB版7999元，16G+1TB版8999元；🦋vivo X Fold3 Pro：16+512GB版9999元，16G+1TB版10999元；【标准版和Pro配置主要差异👇🏻】vivo X Fold3：骁龙8 Gen2处理器，侧边指纹，50mm人像镜头，5500mAh蓝海电池，80W有线充电，展开厚约4.65mm，重约219g，IPX4。vivo X Fold3 Pro：首款骁龙8 Gen3折叠屏，双超声波指纹，有64MP OV64B潜望长焦，V3自研影像芯片，5700mAh蓝海电池，100W有线充，50W无线充，机身展开厚约5.2mm，重约236g，IPX8级防水。 [组图共11张] 原图 ,2024-03-26 20:47,528,30,141
O6PlbnKUH,「小白」vivo X Fold3系列测评：这么轻薄！还能这么旗舰？一台大折叠能在重量控制的如此优秀的情况下还将配置拉的这么满，让我们也十分震惊，表现到底如何呢？连夜爆肝全面实测，兄弟们记得点赞~感谢啦！#vivoXFold3发布会##vivo打破折叠屏轻薄记录# 小白测评的微博视频  ,2024-03-26 20:30,5724,1209,1125
O6PaKaFy8,#vivoxfold3发布会# 痛失姓名[苦涩]PS.指口播  原图 ,2024-03-26 20:04,372,0,72
O6PaalZbJ,#vivoXFold3发布会# vivo X Fold3系列：铠甲玻璃、铠羽架构汇总下各家命名💎屏幕玻璃：昆仑（华为）、龙晶（小米）、巨犀（荣耀）、泰坦（魅族）、铠甲（vivo）📱机身架构：玄武（华为）、龙铠（小米）、铠羽（vivo）留给其它厂商可想的名字不多了  原图 ,2024-03-26 20:02,512,8,116
O6P8J04hO,#vivoxfold3发布会# vivo TWS 4 399元vivo TWS 4 Hi-Fi版，全球首发第三代高通S3音频平台，搭载aptX Lossless无损音频传输，499元，这价格怎么样？  [组图共9张] 原图 ,2024-03-26 19:59,188,6,104
O6Oqw7Brh,感谢各位小伙伴 感谢@TopKlout克劳锐 本条点赞，抽两个188红包🧧  抽奖详情  [组图共3张] 原图 ,2024-03-26 18:10,3412,95,272
O6NXAwxzB,找刚提车三个月的冤种朋友借了辆老款极氪001，明天新款001也到了，SU7内容也在路上了，大家有什么想了解的尽情留言～  [组图共3张] 原图 ,2024-03-26 16:59,290,1,88
O6NBaDt81,不得不说OPPO家官方搞壳有一套这个有点摄影师的感觉 还带肩带 帅得一批🎁评论区随机手动揪1个X7 Ultra机主送出  [组图共2张] 原图 ,2024-03-26 16:03,935,139,1381
O6NkU2dZw,天玑9300平板游戏表现如何？vivo Pad3 Pro在数据库4.0标准条件下，实测大屏功耗和温度都表现优秀，《王者荣耀》120帧极致和864P画质《原神》在基本满帧的情况下，温度都没有超过40℃，更高负载的《星穹铁道》也能贴着60帧跑，并且机身最高温度也只有41.2℃，平板的散热优势还是很猛的。大家平时用平板打游戏吗？#小白测评数据库4.0# [组图共3张] 原图 ,2024-03-26 15:23,236,7,71
O6MUXEan1,vivo晚上就发布了，老规矩，有奖竞猜「X Fold3标准版」的『起售价』（需带上存储版本），评论区前三个猜对的请喝奶茶🧧  原图 ,2024-03-26 14:19,338,13,647
O6MsEyAbB,#小米汽车APP# 小米汽车APP终于上架小米应用商店了 昨日提前上架苹果AppStore， 今天各大应用商店应该都有了  [组图共2张] 原图 ,2024-03-26 13:10,398,7,105
O6M0dvpT8,极越01今天一上车一看大升级来了，先升级一手1.4，这版昨天看改进不小，不过武汉依旧没有PPA @极越  华中加快吧老哥  [组图共2张] 原图 ,2024-03-26 12:00,122,1,30
O6LFOxwbp,小米Civi4Pro首销战报来了开售10分钟，销售额超上代全天总额的200%。有入手的吗  原图 ,2024-03-26 11:09,759,6,258
O6Lozs9YZ,红魔9Pro+变形金刚大黄蜂版来了经典的黄+黑撞色设计满分10 外观打几分？  [组图共6张] 原图 ,2024-03-26 10:27,319,13,95
O6L7WFW2S,雷总同款工服到了转评赞，抽1个「铁粉」送出[春游家族]  抽奖详情  [组图共2张] 原图 ,2024-03-26 09:46,3937,2187,4196
O6KZPy9yE,#苹果官网鼓励升级到iPhone15#iPhone用户来说说15系列对你们有吸引力吗  [组图共3张] 原图 ,2024-03-26 09:26,397,3,184
O6JXABS9N,又是一天没人比我早的早上好  ,2024-03-26 06:48,290,1,89
O6G7K2Yhs,大家平时用人像模式多吗下面这组随手拍不是人像模式，看看大家更喜欢哪张？来自vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版，图片顺序打乱随机排列。  [组图共4张] 原图 ,2024-03-25 21:02,647,5,118
O6G2igUWt,还有组随手拍这组更喜欢哪张？来自vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版，图片顺序打乱随机排列。  [组图共4张] 原图 ,2024-03-25 20:48,1215,20,262
O6Frk7XTo,晚上下班过来人好多  [组图共6张] 原图 ,2024-03-25 19:17,764,10,139
O6EMm66W6,#SWhite图赏# 收到了新款米家智能眼镜，应该算是优化版？众筹价459元，大家觉得这价格怎么样？  [组图共11张] 原图 ,2024-03-25 17:36,159,3,81
O6DPJfab6,#雷军同款工装已售罄# 雷总同款小米汽车工服限量800件秒没还好手速快下单了一件回头要不要抽奖  [组图共3张] 原图 ,2024-03-25 15:12,792,10,255
O6DEZcQAz,6000nit真我GT Neo 6SE预热4月发  原图 ,2024-03-25 14:45,949,7,216
O6Dmn1qg1,「小白」#vivo Pad3 Pro#体验：性能起飞？首款天玑9300平板来了！你对平板的性能需求有多高？以往在非iPad的平板阵营，我们看见的好像都是一些中端U或者往年的旗舰芯片，很多用户千呼万唤想要一款高性能平板，而这次蓝厂就带来了首款搭载天玑9300的平板vivo Pad3 Pro，天玑旗舰芯加上蓝厂调校，实际表现如何？本期实测体验！记得转发点赞，感谢啦~#小白测评# http://t.cn/A6TUjABy ,2024-03-25 14:00,5423,1497,1371
O6CsC3Hwh,在武汉的小伙伴如果想要观摩小米汽车，楚河汉街的小米之家到了一辆海湾蓝SU7  [组图共4张] 原图 ,2024-03-25 11:42,937,10,196
O6C50Ec6t,SU7这周四就正式发布会了今天线下静态品鉴活动已经开始有去的吗[举手]  原图 ,2024-03-25 10:44,481,1,129
O6BB44K17,#微信朋友圈只发文字的方法#这热搜...仿佛回到了刚注册微信那一年注册微信后打开朋友圈好像都会弹出这个提示吧？有之前不知道可以只发文字的吗？  原图 ,2024-03-25 09:30,256,5,52
O6wMxwAr1,#你的苹果手机使几年了#作为一个数码博主年年换新的，参考意义不大，我们工作室小伙伴自用机目前最老的苹果型号应该是iPhone 12系列，差不多三年半时间。大家现在的手机用几年了？ 你现在的手机用几年了？  ,2024-03-24 21:15,25094,26,689
O6wmPDvo2,同一个月亮，不同品牌手机拍出来有区别吗vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版四台给大家打个样～PS.有些放大10X后会自动识别月亮场景，有些拍摄这种效果需要切换在超级月亮模式下进行。  [组图共4张] 原图 ,2024-03-24 20:11,386,7,174
O6wbGoHWI,#春天的浪漫是花花给的#据说这是🍠热议的武汉最美樱花公交站台下午路过用14 Ultra咔两张 春天到了，街头各种花朵绽放，大家有用手机记录吗最喜欢哪种比例的画幅拍照？👀  [组图共2张] 原图 ,2024-03-24 19:44,192,2,37
O6vB8jfno,#小白小调查# 现在购车的话你会优先考虑哪种类型的车？ 现在购车的话你会优先考虑哪种类型的车？  ,2024-03-24 18:14,10828,10,180
O6uk90g7l,路边小花随手拍选哪张？来自vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版，图片顺序打乱随机排列。  [组图共4张] 原图 ,2024-03-24 14:59,1476,10,296
O6tRQxb69,来组人像随手拍更喜欢哪张？来自vivo X100 Pro、OPPO Find X7 Ultra、小米14 Ultra、荣耀Magic6至臻版，图片顺序打乱随机排列。  [组图共4张] 原图 ,2024-03-24 13:50,2286,32,379
O6tuH9ZkA,和手机和米家 Pad联动挺有意思“可玩性”很高等后面长片细聊。当然 X Fold3系列也快做完了，放心都有  原图 ,2024-03-24 12:53,327,0,56
O6nMyAsNT,「小白」喧嚣之后 理想MEGA主观体验认真开了两周，抛开各种喧嚣，聊聊这辆“纯电 家庭 MPV” #小白测评##新能源汽车# 小白测评的微博视频  ,2024-03-23 22:20,5367,1584,1354
O6mOhkeAg,#突然意识到自己对手机很依赖# 确实很依赖日均10小时以上了 大家平均每天使用手机大概多长时间？*可在手机【设置】-【屏幕使用时间】（健康使用手机）查看。 你平均每天使用手机大概多长时间？  ,2024-03-23 19:52,14347,15,91
O6mDc2BsH,各家大折叠续航如何？数据库新增vivo X Fold2和三星Galaxy Z Fold5在4.0模型下的实测表现：1、vivo X Fold2：4800mAh电池容量，三小时折叠屏专项续航测试剩余电量43%，六小时折叠屏专项续航测试到4小时20分钟关机。(数据基于测试时最新版PD2266B-A-14.1.8.8.W10.V000L1系统测试)2、三星Galaxy Z Fold5：4400mAh电池容量，三小时折叠屏专项续航测试剩余电量49%，六小时折叠屏专项续航测试到4小时32分钟关机。(数据基于测试时最新版One UI 6.0系统测试)数据库4.0续航模型查看指南👉🏻http://t.cn/A6jt9Dmm，测试兼顾内外屏使用，相比3.5版本测试压力增加，数据库4.0模拟日常使用手机的复杂场景，如微信QQ后台消息、多个应用同时打开使用、玩游戏时语音对话等。#小白测评数据库4.0# 环境温25℃±0.5℃，屏幕亮度350nit，声音75dB（六小时重度续航、游戏：性能模式） [组图共2张] 原图 ,2024-03-23 19:24,158,2,39
O6mjny5CJ,最近准备策划一期采访类视频，想邀请几位小伙伴一起完成，需要各位小伙伴的帮忙~如果你有意愿参加，欢迎来填写这份调查问卷👉🏻http://t.cn/A6TL9W7D，（问卷很短 填写不会超过1分钟）欢迎大家踊跃报名~特别感谢🎁转发+评论，抽3个小伙伴喝奶茶~  http://t.cn/A6TLCACC 原图 ,2024-03-23 18:35,224,275,270
O6lUZ7W9x,同为左置奥利奥设计单独圆形模组🆚加了合页的圆形模组更喜欢哪种？#小白测评[超话]#  [组图共2张] 原图 ,2024-03-23 17:35,863,4,173
O6lzV1hEX,#新版微信朋友圈都是短线# 关注长短线的应该都是被单删或者屏蔽过的吧？  [组图共3张] 原图 ,2024-03-23 16:43,150,2,25
O6lbgstrh,小米Civi4 Pro七个颜色合影，这么看还是粉色和蓝色更淡雅些包含3个限量定制色在内，如果给你用，你会选哪个色？  原图 ,2024-03-23 15:43,354,8,150
O6kNQ6UgL,vivo X100s和X100s Pro要来了~  [组图共3张] 原图 ,2024-03-23 14:45,625,11,227
O6jsWkALD,怀疑这个MBTI小行家是不是只会回答INFP。。。大家的MBTI是什么？👀  原图 ,2024-03-23 11:21,840,26,2059
O6jb9bVrw,#SWhite图赏# 错峰发组X Fold3和X Fold 3 Pro的真机实拍白色是标准版，黑色是Pro，追求轻薄等标准版，全能水桶就等Pro[春游家族]问问大家，这类大折叠价格多少你会考虑？#小白测评[超话]#  [组图共9张] 原图 ,2024-03-23 10:37,250,3,133
O6iMXk7qC,#华为知情人士辟谣Mate60系列已停产# 网传Mate60系列已停产，华为知情人士表示消息不实：“没有停产，欢迎消费者继续选购。”看了下官网，目前标准版需要定时抢购Pro和Pro+、RS可直接下单。P70系列新机也快发了，最近考虑入手Mate的建议等等  [组图共6张] 原图 ,2024-03-23 09:37,290,3,119
O6dZP0UsB,#苹果快速自制表情包#相册随便找张图，长按抠图，选择「共享」，然后存储到相册，到微信表情自定义添加编辑文字。大家学会了吗？  [组图共4张] 原图 ,2024-03-22 21:25,291,29,46
O6cZRqWcx,#新版微信朋友圈都是短线##微信官方回应朋友圈横线问题# 「朋友圈长线和短线没有特殊含义，只是微信版本的差异，装上新版微信都是“短线”」之前有一段时间从不发朋友圈总被问是不是屏蔽对方了 你最近有拉黑或者屏蔽好友吗？  原图 ,2024-03-22 18:53,151,3,38
O6c8HwTSj,发现Civi这个黑色后盖工艺摸起来和小米14黑色几乎一模一样，算是你心中的小米14青春版吗  原图 ,2024-03-22 16:42,457,4,148
O6bRB0M18,OPPO首款圆表#OPPO WatchX#发布了，智能手表也一直是OPPO稳扎稳打的赛道。国内的智能手表生态，华为、OPPO的方向还是比较一致的，全智能+运动健康。#OPPO Watch#系列迭代进步能力还是很强的，第一代魔改安卓做全智能，后面持续投入在健康实验室与自研的算法。在二代上发布了双擎混动，两颗芯片面对不同场景，有效提升了续航。这次新款的X，采用了圆形表盘，接受度更广了。功能层面，加上了双频GPS、优化了运动中的心率监测准确性，还有理想车钥匙，配置相当全面了，在应用生态上其实还有一个绿色的小彩蛋，大家发现了没？ [组图共4张] 原图 ,2024-03-22 16:00,247,3,82
O6bCVdGKP,OPPO Watch X正式发布2299元起 这价格怎么样？  [组图共2张] 原图 ,2024-03-22 15:23,469,6,165
O6bhDh0kp,极氪的“宝宝巴士”来了正式命名是：极氪MIX大家觉得好看吗  [组图共3张] 原图 ,2024-03-22 14:31,388,3,131
O6b66bARB,#雷军公布第二批汽车交付中心候选城市#  第二批备选名单有20个城市，投票选10个。你所在的城市有小米汽车交付中心吗？  原图 ,2024-03-22 14:03,260,4,107
O6amqrfem,与骁龙7+ Gen3“同卵双生”的骁龙8s Gen3表现如何？数据库实测首发搭载这颗SoC的小米Civi 4 Pro表现：1、骁龙8s Gen3规格： 台积电4nm工艺制程，CPU架构和骁龙8 Gen2相同1+4+3，具体CPU为：1*Cortex-X4 3.0GHz、4*Cortex-A720 2.8GHz、3*Cortex-A520 2.0GHz，GPU为Adreno 735 1100MHz。2、性能跑分：CPU方面 Geekbench6单核1958分，多核5107分；GPU方面3DMark Wild Life Extreme Unlimited 3192分。3、数据库4.0模型下游戏表现：《原神》平均帧率45.1FPS，功耗5.3W，机身最高温度45.8℃；《王者荣耀》平均帧率117.7FPS，功耗5.1W，机身最高44.1℃。#小白测评数据库4.0# 环境温25℃±0.5℃，屏幕亮度350nit，声音75dB，性能模式(数据基于小米 Civi 4 Pro测试时最新版 HyperOS 1.0.3.0.UNJCNM系统测试) [组图共6张] 原图 ,2024-03-22 12:10,882,9,270
O69Yhqaf3,#vivoXFold3上手太轻薄了#vivo X Fold3系列这次在重量，厚度方面控制的令人印象深刻，标准版219克的重量，握持手感与直板机无异了。设计方面，轻羽白干净清透，背部延伸的金属很有灵气，银色的边框从侧面看更显轻薄。折叠屏最重要的可靠性方面，有vivo自研的「铠羽架构」+外屏铠甲玻璃+内屏UTG玻璃+铠甲后盖，全副武装了。铰链的阻尼调的很适中，没有过紧过松，特别是完全展开后，铰链支撑的力道很强。折叠屏从尝鲜到常用，还是需要X Fold3这样无负担的重量来支撑的。 [组图共9张] 原图 ,2024-03-22 11:11,297,9,99
O69D1i8ul,#SWhite图赏# vivo X Fold3真机实拍满分10 外观打几分？开箱视频👉🏻网页链接#小白测评[超话]#  [组图共12张] 原图 ,2024-03-22 10:18,330,21,152
O69qK84if,人像之室内男生随手拍，两台机更喜欢哪张？ ------更新------图1 为小米Civi4 Pro大师人像（虚化效果默认f4.5），图2 为vivo X100人像（默认f2.0） 评论配图  [组图共2张] 原图 ,2024-03-22 09:48,1267,9,145
O69lbx2Wg,昨天拿了两台机子人像模式随手拍你觉得哪组更好？ ------更新------看评论区点赞这组好像差不多 图1 图3 为小米Civi4 Pro大师人像（虚化效果默认f4.5），图2 图4为vivo X100人像（默认f2.0）。PS.拍摄后都可以在相册手动调整光圈虚化，本组为相机恢复默认设置后打开人像模式拍摄直出，未后期修改。 http://t.cn/A6T2PWVp [组图共4张] 原图 ,2024-03-22 09:34,1373,9,263
O64tHabJd,一加Ace 3V综合表现如何？数据库实测：1、30款应用测试表现：30款应用两轮打开用时240秒，测试过程中没有预加载和动画加快；30款应用后台3小时保活29个。（测试版本：16G）2、充电表现：配备100W有线充电，10分钟快速回电43%，29分钟前台充入100%，31分钟完全充满。3、续航表现：5500mAh电池容量，2772*1240屏幕分辨率，120Hz刷新率，三小时轻度续航测试剩余电量62%，六小时重度续航测试到5小时9分钟关机。#小白测评数据库4.0# 环境温25℃±0.5℃，屏幕亮度350nit，声音75dB（30款应用测试、六小时重度续航：性能模式）(数据基于一加 Ace 3V 测试时最新版 PJF110-14.0.1.405(CN01) 系统测试) [组图共6张] 原图 ,2024-03-21 21:11,774,2,99
O64qy3cDq,#库克给郑恺iPhone签名#附议，iPhone mini系列可以继续出吗不更新的话，把模具换给SE系列继续用也行[举手]  原图 ,2024-03-21 21:04,600,12,98
O64hbCQnJ,#SWhite图赏#一加Ace3V真机实拍1999起，满分10，打几分？测评视频👉🏻 网页链接#小白测评[超话]#  [组图共12张] 原图 ,2024-03-21 20:41,519,5,121
O644KpZgX,一加Ace3V正式发布 价格1999起！这价格怎么样？12+256GB版售价1999元12+512GB版2299元16+512GB版2599元  [组图共4张] 原图 ,2024-03-21 20:10,1157,6,276
O640zf3Iv,「小白」#一加Ace3V#测评 新中端表现如何？作为一加的新款中端机，也首款搭载骁龙7+ Gen3的手机， 5500mAh电池+ 100W充电，同时也有旗舰机的AI功能，实际上手体验如何？本期视频告诉你，兄弟们记得点赞～感谢啦！#小白测评# 小白测评的微博视频  ,2024-03-21 20:00,2213,1098,1037
O63qBdGF8,#Apple 静安#一会儿就正式开业了发几张提前探店的实拍图需要开业伴手礼的小伙伴也可以看看这条微博👉🏻网页链接 ，主页正在抽送～有正在现场排队的吗？[举手]  [组图共4张] 原图 ,2024-03-21 18:31,141,0,25
O62KN5WFU,Redmi K70E宣布降价200 「如果你期待更好的新8系，Redmi新系列很快就来」。  [组图共2张] 原图 ,2024-03-21 16:48,821,13,184
