微博id,微博正文,发布时间,点赞数,转发数,评论数
O4pxfx6QX,对不起，以后不敢了。（不过我真没收钱） 成都  显示地图 [组图共2张] 原图 ,2024-03-10 23:07,3723,59,1198
O4pr16q2e,之前提到过我一个朋友进去了，现在快出来了，3年前他给我写了一封信，让我帮他买200万的腾讯和小米股票，我因为不会买港股没买，直接买的理财，间接帮他少亏好多钱，现在这两只股票跌很多。3年后他又写信来了，感觉心态调整的还可以，踌躇满志，就是确实和社会脱轨了4年，干啥都得比别人更努力才行了。 http://t.cn/R2WxuoH 显示地图 原图 ,2024-03-10 22:52,658,10,126
O4p1CrQTQ,成都这个环球中心之前路过几次，每次都感叹它好大，没想到里面的酒店也是很大，公区大到离谱，就像地方不用钱。 这地方平时生意好不好啊？ 成都  显示地图 [组图共6张] 原图 ,2024-03-10 21:49,402,3,187
O4oLsr28C,“装修天才”再次得到认可，收到了来自慕思的“小床垫”产品礼盒以及@慕思集团 潮汐科技新品发布会的邀请函。拆开礼盒，里面是一款“小床垫”充电宝，据说是“世界上最小的床垫”充电宝，不得不说，还是慕思会“整活”。 世界睡眠日快到了，慕思希望通过“小床垫”充电宝这一形式，呼吁大家放下手机给自己睡个好觉，给手机充电的同时，也让自己好好充电，通过睡眠疗愈情绪，良好的睡眠对身体可太重要了，有助于白天有足够的精力和这个“世界战斗”。 3月20日晚上19:00，慕思将在北京水立方举办新品发布会，据说会有很多睡眠科技产品，很期待了！#发现了世界上最小的床垫# #让好睡眠智然发生# [组图共5张] 原图 ,2024-03-10 21:10,111,104,137
O4n2b8Ugt,詹志斌这个叼毛，自己跑去瑞典开宝马，留一堆出差的活给我干，这几天成空中飞人了。 上海  显示地图 [组图共2张] 原图 ,2024-03-10 16:45,691,12,111
O4mBl7jOv,有网友问我怎么看农夫山泉，我一般不看都是直接拿来喝。 上海·上海虹桥国际机场  显示地图 [组图共2张] 原图 ,2024-03-10 15:39,18262,414,3785
O44sAA4vd,#赛博朋克整改日记# 刚和赛博朋克施工方谈完，图4图5是立方体的新外立面材料，图6是推拉门中间鸭子的感应模块，他说确实有在推进，然后答应我下周三派人来把之前没做好的立方体先拆了，月底安装新外立面，整体保证4月份能完工。我说要是完不成我就去上海@哔哩哔哩弹幕网 大楼楼下拉横幅静坐维权，陈律师说万一出事也顶多拘留几天，并且概率很低，上次@闪电三号威哥 说愿意陪我去。 http://t.cn/RVJk9aF 显示地图 [组图共6张] 原图 ,2024-03-08 17:28,916,78,256
O447eCW9q,依照我的分析，#荣耀Magic6#至臻版手机宣传海报大致想表达的亮点应该是：代表相机性能的摄像头、代表精心设计的黑珍珠般的黑色皮质背板、代表摄像头模组设计灵感的成龙手势。  [组图共4张] 原图 ,2024-03-08 16:36,65,1,27
O43CJBKKS,出发嘉定，滴滴叫了一辆宝马，整个人看起来比较有气势！ 上海  显示地图 [组图共4张] 原图 ,2024-03-08 15:20,478,5,128
O42WzpQfN,这位网友被冒充@咕噜小_ 的骗子骗了两万块，我好说歹说他还不去报警，最后还得咕噜小本人叫他赶紧报警，他才肯相信自己被骗了。我也是服了，大家上网一定要注意，网红是不会向网友借钱的，有一天要是我给你们借钱了，那肯定不是我。 上海  显示地图 [组图共6张] 原图 ,2024-03-08 13:36,858,23,240
O41PYr1A2,谢谢广大网友对我装修事业的认可，这下可能真的要接活了，去一个卫浴品牌发布会当主持人。 上海  显示地图 原图 ,2024-03-08 10:47,499,8,208
O41tAD7P6,摄影作品：《上海就是屌》 上海  显示地图 [组图共4张] 原图 ,2024-03-08 09:52,327,5,137
O416v5nhg,#B站去年净亏损48亿元#今天约了B站自制综艺@奇迹焕新家 安排的施工方，去他们公司现场看一看，顺便问一下接下去的具体施工安排，我想在5月1日开业。 上海  显示地图 原图 ,2024-03-08 08:55,366,3,136
O3WlTfWUe,兄弟们，我做人很到位吧，在宇宙中心上海滩给这位网友录了新婚祝福，就是不知道他会不会在婚礼上放。[努力] 上海·北外滩  显示地图 原图 ,2024-03-07 20:50,1178,22,301
O3W5DnOij,#价格战卷入高端MPV# 这一波车圈价格战完全没有停的意思，新岚图梦想家也加入进来了。这辆车我去年在云南试驾过两天，留下了很好的印象，前不久带家人去三亚旅游，滴滴叫的MPV全是新岚图梦想家。我妈妈平时坐车会晕车，所以一般都坐副驾，会好很多，岚图这个我让他坐二排老板位试了下，她从机场坐到海棠湾酒店，一个多小时，说一点晕车的症状都没有，她自己总结下来两个原因，一是坐姿舒服，二是这车空间大没味道。MPV的优势就在这里，乘坐感受会比轿车或者SUV好很多。这一波补贴还是很有竞争力的，补贴后售价30.99万-43.99万，还有各种权益。 先从配置上回顾一下梦想家的优势，全系标配双电机四驱，零百加速5.9s，前双叉臂后多连杆+全铝合金底盘，魔毯空气悬架+CDC，相比同级MPV机械层面优势还是很明显的，不管是性能还是舒适配置，都给得很足。 另外就是可油可电，PHEV版纯电续航CLTC 236km，综合续航1231km，市区用电成本低，出远门加油没续航焦虑。还有一点值得说一下，在不考虑后排的情况下，后备箱容积可扩展至2680L，载物能力真的挺出色的，满足了大家对一辆MPV不同场景的空间需求。 有一个网友分享得好：家用车的终点是MPV。还挺有道理的，加上新梦想家的补贴权益，你心动了吗？#央企新能源要给市场上强度了# [组图共6张] 原图 ,2024-03-07 20:10,71,2,20
O3VGl8Uoi,#趣看发布会# 2024款腾势D9上市发布会总结，赵总火力全开，说腾势D9是航空VIP座，友商的公路高铁是二等座。 李杰灵的微博视频  ,2024-03-07 19:07,381,682,145
O3VmHiPc8,年轻人说要请我吃大餐，我都到了他不知道在哪。 上海  显示地图 [组图共3张] 原图 ,2024-03-07 18:19,253,2,47
O3UgUCjjO,我在上海外滩一天2000块，租了间一线江景的民宿，大家进来看看值不值。 上海·黄浦江 李杰灵的微博视频  显示地图 ,2024-03-07 15:32,571,37,147
O3TDlvbwi,#采访天才#之身边大佬系列，#素人直播卖货一个半小时100万#，这是你能看到的全网最真实详细的直播卖货幕后记录视频。 李杰灵的微博视频  ,2024-03-07 13:54,979,279,149
O3SMvCk2b,#天台一号# 民宿传来照片，今天在做微水泥，用的国产材料，一平方168块好像。目前最让我担心的还是赛博朋克屋，这都3月7日了，还在设计阶段。  [组图共5张] 原图 ,2024-03-07 11:44,312,6,138
O3Lo3akzm,春节3.5万买的苹果Vision Pro便宜卖，怒亏1.2万上架淘宝店「趣评测商城」。美版，外观99新，内存256G，没有盒子，配件都在图6这里，今晚6点上架开卖，感兴趣的可以关注一下，使用体验可以看我微博置顶视频。  [组图共9张] 原图 ,2024-03-06 16:55,217,19,85
O3KrD7onP,#趣评测三百万买车计划#宝马i5 M60广东首提，这期vlog和大家聊聊我买这辆车的3个原因。 李杰灵的微博视频  ,2024-03-06 14:31,834,776,321
O3INujfYy,国产品牌还是卷，吹风机都能搞出新造型，追觅新发布的这款口袋造型师就挺有意思的，轻便好拿风力强劲，关键是还能随意凹造型，出差露营啥的带出去很方便。  [组图共5张] 原图 ,2024-03-06 10:19,124,4,52
O3Es1Ahz4,就在刚刚，我完成了打王者荣耀以来的第一次五连绝世，并以17杀1死4辅助的天才战绩拿下了比赛MVP。我太牛了，气势如虹，月底前上本赛季王者段位应该问题不大！ 上海  显示地图 [组图共3张] 原图 ,2024-03-05 23:15,255,7,151
O3DEu6YuT,刘欣因为羊肉店收银大姐叫她小姑娘一路上偷着乐，我都没跟她说，刚才那位大姐开门的时候跟我说：同学里面请。这大姐明显眼神不好，我都可以当教授了。 上海  显示地图 原图 ,2024-03-05 21:13,652,3,122
O3DxRf7e0,这不是《周处除三害》里面那种仪式，而是今天下午很野露营地的音疗现场。很高端，很先进，很创新，很野。 深圳·很野露营地 李杰灵的微博视频  显示地图 ,2024-03-05 20:57,513,9,155
O3Dkg6cTc,羊肉现煮，连厨房都省了。 上海  显示地图 [组图共6张] 原图 ,2024-03-05 20:23,325,3,90
O3BwaFUmh,听说把牌子先挂上，可以加快开业时间。 深圳  显示地图 [组图共3张] 原图 ,2024-03-05 15:47,287,7,137
O3zW2BHT5,最近我们用「真我12 Pro+」跟「vivo X100」一起拍了些样张。它们俩 CMOS 一样（都是大名鼎鼎的OV64B），焦距也一样，光圈也一样；都支持 OIS，都是潜望结构。不同处主要是镜头模组跟算法，当然还有售价。来看看中端和旗舰的差距能有多大？（3x、6x、10x）  [组图共6张] 原图 ,2024-03-05 11:46,142,4,53
O3zKmEmiR,刷到一张美剧排行图，《绝命毒师》排第一，我是认可的，《西部世界》第一季是近几年看的美剧最惊艳的，《权力的游戏》最可惜，本来完全有机会封神登顶的，最后一季烂尾了。 深圳·梧桐山  显示地图 原图 ,2024-03-05 11:17,1984,364,681
O3tjgj7zn,昨天喜提宝马，被志斌老七HYK敲了一顿烤肉花了1300，今天高中同学@鸿哥玩机 从厦门来找我看车，我估计也得花个千把块。没办法，谁让我车子最帅呢，车越帅，责任就越大。 深圳·梧桐山  显示地图 [组图共4张] 原图 ,2024-03-04 18:54,777,13,239
O3rSQFSxL,今天不聊动辄七八千甚至上万的“顶级旗舰”了，盘点一下手机厂商更走量的“标准版”。虽说都是标准版，各家厂商的方向还是有区别的，有长得很像自家“顶级旗舰”的华为Mate 60，OPPO Find X7，vivo X100；也有一看就知道是标准版的iPhone 15、小米14，三星S24。还有那种我不说，你可能都看不出来是标准版还是Pro的红米K70，iQOO12。大家是喜欢标准版沿用旗舰的设计还是单独开模的设计？第一排：华为Mate 60、OPPO Find X7、vivo X100第二排：iPhone 15、小米14、魅族21第三排：三星S24、红米K70、iQOO12 [组图共9张] 原图 ,2024-03-04 15:16,177,5,62
O3jnc0aBx,#趣看发布会#价格一卷再卷？零跑C10暨24年全家桶焕新发布会总结。 李杰灵的微博视频  抽奖详情  ,2024-03-03 17:36,373,871,200
O3j1MrQJs,#趣评测三百万买车计划# 网上有些博主，提车拍视频的时候用力过猛，而我今天来提宝马i5 M60就很平静。。。 佛山 李杰灵的微博视频  显示地图 ,2024-03-03 16:43,1093,25,260
O3iK99Rh0,「趣体验」经过半个多月的使用，我们总结出了Apple Vision Pro的四大优势和三大缺点。虽然视频出晚了，还是希望大家假装没看过进来看一下，本期制作超级精良！#AppleVisionPro值不值得买#  李杰灵的微博视频  ,2024-03-03 16:00,461,375,160
O3h9wcSMd,经常有网友说我作为博主看起来很闲，其实这里面有技巧，就是得学会拒绝。1，少参加不给钱的活动。2，不给钱的活动只参加自己感兴趣有意思的。3，如果品牌方点名邀请，不感兴趣的也可以参加。第三点要仔细辨别，很多邀请方不是品牌方，是第三方代理公司。有一次车企活动，我说让同事去现场参加，第三方代理的小姐姐为了让我亲自去参加，骗我说品牌方高管很喜欢我，想见我和我聊天。结果我傻呵呵去了，活动上待了一个晚上根本没人认识我，也没人跟我聊天，我就是去凑数的，来回浪费我两天时间，气死我了。从那以后还有代理公司说品牌方想见我的，我都问他是谁，叫什么名字，你把微信推给我。然后对面就会说：杰灵老师，如果您时间不方便，叫您同事来现场也是可以的。从此以后大大提升鉴别效率。 http://t.cn/RoZYkAw 显示地图 ,2024-03-03 11:57,610,25,134
O3gFkz0yj,我家窗前动物多，身轻如燕小松鼠。 深圳·梧桐山 李杰灵的微博视频  显示地图 ,2024-03-03 10:42,323,8,103
O3aLfyQaY,理想团队效率真的很高，昨天定了2024款L9 Max，问我送的充电桩装哪里，我报了老家房子的地址，深山老林很偏僻，今天我爸发来照片说已经装好了，我觉得很牛。 #理想L9# 深圳·梧桐山  显示地图 [组图共3张] 原图 ,2024-03-02 19:40,743,10,210
O3acwgCC1,针对图1这位网友提的问题，上次@AIMIKKKK 录了个视频教程，这次华为还出了个图文教程给我，让我好好教下网友们怎么有效管理自己孩子的华为手机，这个团队真的是小孩克星了。 深圳  显示地图 [组图共5张] 原图 ,2024-03-02 18:15,237,17,53
O39gplBOW,零跑卷王真是名副其实，看了刚才全家桶发布会，从公布的C10的配置来看，不仅拥有主流量产最强座舱芯片8295，还有最强智驾芯片英伟达Orin和激光雷达，这些都已经不算同级领先了，准确来说，应该是20万内同级唯一，这些供应链也属于全球顶级。而且现在的金融政策只要2万，这就是卷王的自我修养吗？#零跑C10上市价格##2万入手零跑C10# [组图共3张] 原图 ,2024-03-02 15:52,334,6,74
O38O24APZ,还得是魅族，不仅给我安排了魅族21 Pro，还贴心的准备了PANDAER周边壳膜和50W无线充。特别是这个PANDAER 50W立式风冷无线充，很精致，很酷，按威哥的话评价就是：帅得一匹。  [组图共9张] 原图 ,2024-03-02 14:42,382,28,133
O38ALjW3s,#趣评测三百万买车计划# 大家都在晒单MEGA，而我订了2024款金色L9 Max。我原来那辆去年西藏泰国拍游记，平时又当工作车，跑了3.6万公里，两次小事故出险，年前30万便宜卖给我朋友张老板了，所以这次没上架「趣评测商城」。算下来这是我的第四辆理想增程车，理想ONE两代，理想L9 Max也两代，每年都开的最新款理想，生活水平可以说是很高了。 [组图共2张] 原图 ,2024-03-02 14:09,249,3,79
O33Bg5VpL,#趣看发布会# 李想开着55.98万的公路高铁来了！理想MEGA发布会总结。#公路高铁理想MEGA##理想汽车春季发布会# 李杰灵的微博视频  抽奖详情  ,2024-03-02 01:26,881,1026,288
O33dUl7rO,叫了一辆岚图梦想家，刘欣说师傅一直说跟她说西瓜西瓜我在西瓜，不知道什么意思，我抬头一看果然画着很多西瓜，快跟师傅说我们就在西瓜西瓜这里。上海机场真有意思，用水果分区。 上海·虹桥机场二号航站楼  显示地图 [组图共4张] 原图 ,2024-03-02 00:29,247,9,54
O31TM0EEY,航班偶遇赛博登机，莫非是数码圈同行？ 深圳·深圳宝安国际机场T3航站楼  显示地图 [组图共2张] 原图 ,2024-03-01 21:07,458,2,67
O312B2nGW,今天 #理想MEGA# 发布，车圈很热闹，明天在杭州还有一场零跑发布会，即将发布的是爆款车型C10，能够满足普通消费者的市场，非常期待明天的发布会上会有一些更加劲爆的信息。#零跑C10#  [组图共3张] 原图 ,2024-03-01 18:56,60,3,11
O30RCv3Xp,今天一时兴起试了试小米摄影手柄和几款国产旗舰手机的适配性，实测基本功能都匹配。大家觉得哪家装上手柄更有相机的味道？第一排：小米14 Ultra、华为Mate60 Pro+、荣耀Magic6 Pro第二排；OPPO Find X7 Ultra、vivo X100 Pro、一加12第三排；红米K70 、iQoo12 Pro、真我GT5 Pro  [组图共9张] 原图 ,2024-03-01 18:29,90,1,23
O305L2xJw,「趣体验」之紫薇说车，让@Violet_宋 和大家聊聊理想L系列2024款的变化。另外还有大家关心的问题，比如紫薇现在用什么手机，经常上热搜是什么感觉，我全部都问了。#公路高铁理想MEGA#  #理想汽车春季发布会# #24款理想L系列超有料#   #理想L9# 李杰灵的微博视频  ,2024-03-01 16:31,3877,4864,1861
O2ZCusFQW,特斯拉Cybertruck，国内皮卡手续，上蓝牌，240万，15年报废，帮我看看值吗？好纠结。 深圳  显示地图 [组图共2张] 原图 ,2024-03-01 15:18,1586,38,585
O2YD47pP0,#天台一号# 监工餐，潮汕牛肉粉不要粉。100块一碗。 深圳  显示地图 [组图共4张] 原图 ,2024-03-01 12:47,261,4,90
O2XMY3ODE,很不爽，今天找的这个充电站实在太拥挤了，我倒车的时候一不小心把极越01的轮毂磕了，虽然只有一点点，但还是很不爽，因为詹志斌肯定又要叽叽歪歪。[苦涩] 深圳·沙头角海关  显示地图 [组图共3张] 原图 ,2024-03-01 10:39,896,9,376
O2XEashb1,深圳今天大降温，羽绒服都穿上了。 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-03-01 10:17,319,4,144
O2SQfaoFq,http://t.cn/A6Y0Rm5v 我的评分：最近连续三晚看了三部电影，第一部《可怜的东西》，第二部《子弹列车》，今天影院看的台湾电影《周处除三害》，三部都是怪怪的风格化很明显的电影。《周处除三害》是怪电影里面比较好看的，有点劲爆有点文艺，拍出了当年看《艋钾》的那种文艺史诗感，我个人打4星半，推荐大家去看，看之前千万别被剧透，观影体验会上升一个台阶。 ,2024-02-29 22:03,133,10,51
O2S4AtqtH,#⾸例⼚商担责的⽆⼈驾驶功能# 路特斯推出的“平⾏⻋⼿”确实有点东西，车辆智能驾驶+云舱⻋⼿多重保障，使⽤过程全程不需要接管，响应很迅速，云舱⻋⼿负责“平⾏⻋⼿”期间的监管责任，这是把智慧出行最不好解决的一步也完善了。这个功能我觉得可以叫“智能泊车员”，就像高端酒店老练的泊车员那样，服务又快又稳，并且是人+机器，这不就是现实版的高达吗。在我看来，这个更像是豪华品牌为用户提供的一个贴心服务，人+人工智能才能让用户使用时放心。#你相信⼈类智能还是⼈⼯智能# [组图共4张] 原图 ,2024-02-29 20:06,53,1,15
O2Rp89jDA,@小晴Kiwa 找我申请一块智能手表说健身需要用到，荣耀手表4 Pro还不错吧，各方面都挺均衡，外观设计也不错。现在担心的是，手表给她之后，她会不会摆烂不去健身。  [组图共9张] 原图 ,2024-02-29 18:24,199,3,82
O2QEQbjcn,#小鹏与大众签订联合开发协议#大众和小鹏的合作有新进展了，网传消息，新车可能具备小鹏G9的800V、双腔空悬、智驾等核心能力。看来还真是深度合作，话说回来，小鹏G9这车真还不错，好开，智驾能力强、能耗低这是我对它的印象。我司五花肉和威哥对它的评价都很高，一位编辑同事试了很多车后也准备选G9。小鹏和大众合作取得实质性落地，也算是给行业提供了一个新案例，合作车型基于G9开发，预计两年后在新车上能体验，要我说，还不如现在就买小鹏G9，算上发布交付时间足足领先两年半。#小鹏G9行业风向标# [组图共4张] 原图 ,2024-02-29 16:30,91,3,21
O2QuJi48k,这位网友爱上了他们公司的带货主播，希望网友们把他骂醒！！！ 深圳·深圳市趣评测科技有限公司  显示地图 原图 ,2024-02-29 16:05,480,6,188
O2QhseIPV,我的宝马i5 M60快能提车了，今天买保险发现要17000，印象中比我之前保时捷Taycan的还贵，万能的网友帮我看看平安这份报单有没有不合理的收费项。 深圳·深圳市趣评测科技有限公司  显示地图 原图 ,2024-02-29 15:32,267,11,175
O2P0pbMnD,简简单单又是一餐，全部吃完出门上班。去和公司园区房东谈办公室续租租金。[努力] 深圳·梧桐山  显示地图 [组图共4张] 原图 ,2024-02-29 12:17,307,4,114
O2ONM8yPm,初步猜测，这位网友是被他女友当备胎了。关于失恋开导的问题全部可以看我几年前写的这篇文章，绝对好用。网页链接 深圳·梧桐山  显示地图 原图 ,2024-02-29 11:46,387,15,137
O2NRzpwdK,我一直以为今天3月1日，起床玩手机才发现今年还有2月29日，感觉白白赚了一天，非常适合躺平。 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-02-29 09:23,520,7,170
O2J786OE3,#趣看发布会#26.9万起售，对标小米SU7？全新极氪001上市发布会总结。 李杰灵的微博视频  ,2024-02-28 21:17,211,58,52
O2HBssnCr,#趣看发布会# 真我12Pro系列1499起，喊话友商不服来战！ 李杰灵的微博视频  ,2024-02-28 17:26,265,57,67
O2HyQoTg9,手机镜头设计盘点第二期来了，这次盘一下镜头设计居中的手机，你们觉得哪台的设计最好看？第一排：华为Mate60 Pro、小米14 Ultra、荣耀Magic6 Pro第二排：vivo X100 Pro、OPPO Find X7 Ultra、真我GT5 Pro  [组图共6张] 原图 ,2024-02-28 17:20,545,11,121
O2EqJALNW,#苹果取消造车##网传苹果取消电车研发计划# 一大早起来看到这个热搜，希望不是真的，我很期待苹果的电动车啊，拼命赚钱就是为了第一时间能买。 @TimCook 深圳  显示地图 ,2024-02-28 09:22,157,0,56
O2z0d39tG,《风骚律师》第二集第一集里面这个悍马的轮毂好酷，有个模块可以转动，这种轮毂国内能装吗？ 深圳·梧桐山  显示地图 原图 ,2024-02-27 19:33,141,1,41
O2xJN0voM,一直吹得神乎其神的 OCC 到底怎么样？前几天#极越01# OTA V1.3.1 开始全量推送，这次升级中我最好奇的就是 OCC 占用网络，这是国内第一次将这项技术量产，因此我专门在深圳找了辆车试了试。可能有些朋友还不太了解什么是 OCC，我先解释一下。简单来说，OCC 是一种算法。对智能驾驶了解的朋友应该知道，传统的物体检测算法只能识别它“已经见过”的物体，但 OCC 能够处理未知的、不常见的物体，减少行车中因未识别的障碍物导致的意外。比如你开车突然遇到一块奇形怪状的石头，石头不大但会影响你的行车安全。总结一句话：OCC 不需要知道前面的物体是什么，只需要知道是障碍物就可以，那么车就可以自动进行避让、刹停等动作。其原理是将车识别到的环境划分为很多“格子”，只要确定哪些格子被障碍物占据，哪些是空闲，就能处理未知的物体。因此，OCC 会更加安全。回到极越01 这台车，目前极越的城市 PPA（点到点领航辅助） 已经跑通上海、北京、深圳、杭州 4 个城市的主要城市道路。我们在公司附近试了一圈，开起来确实很老司机，在复杂路况下也能做出准确判断，我们拍了几张实拍图片，大家感受一下。#极越发布中国首个OCC# [组图共9张] 原图 ,2024-02-27 16:20,131,5,25
O2wY9pYwS,市场上做小折叠的国产主流厂商分别是华为、OPPO、vivo、副屏设计也非常有特色，华为的小圆屏，OPPO的小竖屏，vivo的小横屏，你们更喜欢谁家的设计？顺序依次是：华为Pocket2、OPPO Find N3 Flip 、vivo X Flip 第一排：副屏亮屏第二排：整机背面华为的小圆屏能提醒ß即时消息，屏幕小主打一个实用；OPPO的小竖屏使用更符合直觉，有一种在用小手机的感觉；vivo的小横屏视觉上面积更大，更适合刷信息流。 [组图共6张] 原图 ,2024-02-27 14:22,192,7,66
O2wFgwGgS,「趣体验」#华为Pocket2# 发布之后在行业引发了不小热议，这次的华为小折叠不仅带来了全新的大溪地灰配色，还在通讯、影像等方面上有很大跨越，很多技术都是小折叠史上的第一次！我自己呢也是被这个外观狠狠种草了，最近拿着它用了一段时间，这期视频就来跟大家聊聊，它的综合实力到底怎么样？#华为Pocket2评测# http://t.cn/A6YjPZmr ,2024-02-27 13:36,1744,4605,1416
O2r5y6wI6,我看了一下，这位网友提的建议，华为就算看了应该也不会去做，太小众的需求了，然后还得牺牲易用性。 深圳  显示地图 原图 ,2024-02-26 23:24,463,25,173
O2pUjzyog,今晚主要工作内容，整理车库重启健身计划，网友们骂得对，我作为一名网红，不能只靠才华在网上混，必要的身材管理也很重要，谢谢你们把我骂醒。我要帅，我要瘦，我要重回28岁！ 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-02-26 20:24,379,3,134
O2psIxSUd,#趣看发布会#仅售168万的国产超跑来了！仰望U9上市发布会总结。 李杰灵的微博视频  抽奖详情  ,2024-02-26 19:16,939,2191,575
O2oVZAiY1,下午来给极越01做精洗，200多块，洗车店老板说现在有活动充2000送1000，今天这次的洗车还免费，我一下子上头充了，后来才想起之前充的理发店没用完就跑路了，现在我希望这家店生意长长久久，发大财！ 深圳  显示地图 [组图共6张] 原图 ,2024-02-26 17:55,384,9,135
O2oqqeZVD,录个视频给蔚来车主和粉丝道个歉，我中午不应该说随着电动车充电速度变快，会对蔚来换电体验造成冲击，是我草率了，对不起。 深圳 李杰灵的微博视频  显示地图 ,2024-02-26 16:37,1291,58,511
O2obthtjF,趣评测第四期影像对比来了，这次我们找来了3台影像旗舰盲评，分别拍摄3张30X的照片，一共3组9张（竖向为一组）大家觉得那组好？18点公布结果。  [组图共9张] 原图 ,2024-02-26 16:00,183,9,136
O2n5LaRBY,太猛了，现在电动车充电速度和安卓手机超级快充一样了，百分比一直在变化。本期视频两大看点：1，全程一镜到底记录理想MEGA充电 #12分钟500公里#。2，揭秘詹志斌拍摄一分钟短视频的幕后。#公路高铁理想MEGA# 深圳 李杰灵的微博视频  显示地图 ,2024-02-26 13:13,477,38,203
O2hSdb9RD,睡前瞎聊，上条微博提到有个小哥帮我们很野露营地修电器，图1这个网友已经帮我们分析得很到位啦，1500是兼职工资，不是天天有活干，我们很野露营地也不会天天坏电器，当然了，这位兄弟肯帮我们干，肯定是考虑他父母都在我们这工作。以前我听到有人说开店最大的功劳是提供了几个就业岗位，我会觉得是在装逼开玩笑，这两年这玩笑越开越真了，这位小哥的父母大概50来岁，每月单人工资应该是五六千，具体我不太清楚，但我知道他们俩最怕的就是我们很野露营地倒闭，对他们来说找个稳定舒心的工作其实不容易，他儿子也觉得他爸妈在我们这挺好的，所以愿意帮忙，有些网友啊，真的一点也不深入了解这个社会。最近我在微博招聘文案策划和视频拍摄剪辑，总会有网友质疑，怎么不把薪资写出来，一方面我们希望应聘的可以自己给出期待薪资，只要能力匹配，其实这类岗位的薪资待遇差别非常大。另一方面如果我们把大概薪资待遇写出来，评论区质疑工资的会非常多，哪怕他本人在现实世界里也拿不到这个工资，哪怕这个工资在行业里是正常的水平，最后都会歪楼，变成一场对普通行业创业者的讨伐。图2是今天我收到的消息，说实话以前我们公司招聘一般供不应求，亲戚朋友开口我大部分都能安排，但是今时不同往日，为了公司更健康平稳地发展，我慢慢学会了拒绝。解释完了插播一条招聘信息，数码汽车文案策划还可以继续要，带上你的期待薪资，简历投394848702@qq.com，我们一起做大做强。 http://t.cn/R2WxEin 显示地图 [组图共2张] 原图 ,2024-02-25 23:56,413,10,72
O2gqDeLz5,今晚在天台精酿喝酒，房东派财神来发红包。 深圳·天台精酿  显示地图 [组图共6张] 原图 ,2024-02-25 20:16,424,2,76
O2fpGDG8k,@小晴Kiwa 工作还是挺认真的，就是过了个年上镜稍微显胖，大家有空帮我去她微博督促一下，我说话她不怎么听，还说我这么黑都可以上镜，她这种根本不需要减肥。。。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共2张] 原图 ,2024-02-25 17:41,843,6,189
O2fkwfvd5,今天来公司换这台极越01开，目前最极简的国产新能源，没有门把手，没有转向拨杆，没有换挡拨杆，方向盘后面空空如也，需要一定的时间适应，我这次主要试试它的无图辅助驾驶怎么样，刚升级好了。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2024-02-25 17:28,203,6,85
O2f7qeLIN,#城里买平层还是郊区买别墅#上条微博@韩路 聊的都是别墅的缺点，我挤破脑袋想了一些郊区别墅的优点。1，车库就在房子边，从车里搬东西到家里比城里电梯房方便优雅很多，另外平时打理车子什么的也比电梯房地库方便。2，大部分有中空客厅，这个是平层无法比拟的，在南方不考虑冬天取暖的情况下，有个中空客厅会让你生活居住体验感加分不少。3，大部分有花园，可以养花种菜养狗。4，别墅容积率低，你不想见人的时候是真的见不到人，安静。5，郊区交通不方便，没有朋友愿意来，你也会更不愿意出门，可以省很多社交吃饭的钱。6，郊区别墅不好卖，可以留着当祖宅，更有家的感觉，而不会觉得它是商品房。7，想不到了，你们补充。。。。 http://t.cn/R2WxEin 显示地图 ,2024-02-25 16:56,596,32,194
O2eV3pttM,今天来公司换车开，志斌说想开阿维塔12，这车我开了3800多公里，全车包括轮毂没有一丝磕碰和刮蹭。先发微博留证，交给志斌后不知道他车技能不能像我一样好。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共3张] 原图 ,2024-02-25 16:25,280,1,54
O2deED4xl,早上把宽带重新弄好了，猫屋也安排妥当，3只猫咪重新住进大房子看起来都很开心，下午再把院子的落叶扫一扫，把车库旁的花坛重新种上菜，隐居梧桐山，能不上班就不上班，做自己生活的主人。 深圳·梧桐山  显示地图 [组图共6张] 原图 ,2024-02-25 12:08,374,4,137
O2cLRe9l0,时隔一年，山上点喜茶也很方便了，为深圳东部发展点赞。 深圳·梧桐山  显示地图 原图 ,2024-02-25 10:57,395,1,103
O26Qqm3H3,#趣看发布会# 华为Pocket 2小折叠时尚盛典，余总给兄弟们送福利了！ 李杰灵的微博视频  ,2024-02-24 19:52,293,112,72
O26oUFytk,趣评测第三期影像对比来了，这次都是影像旗舰，小米14 Ultra、三星S24 Ultra、OPPO Find X7 Ultra不同焦段对比，大家更喜欢哪台手机的成像风格？（竖像排列为一组）第一组：小米14 Ultra（1X、3.2X、5X）第二组：三星S24 Ultra（1X、3X、5X）第三组：OPPO Find X7 Ultra（1X、3X、6X）  [组图共9张] 原图 ,2024-02-24 18:44,211,13,101
O26oThxhk,戎马一生终须一墅，看尽繁华梦回归处。 深圳  显示地图 [组图共6张] 原图 ,2024-02-24 18:44,1398,29,301
