微博id,微博正文,发布时间,点赞数,转发数,评论数
NkvbKEhyK,#趣看发布会# Redmi Note13系列是最美米系手机？中端闭眼选它的价格香吗？ 李杰灵的微博视频  抽奖详情  ,2023-09-22 20:11,328,585,148
NkuYQhO8k,花了1万块上饿了么点了一单，#这外卖我可不敢放门口# ，直接下楼迎接外卖小哥，这一次很稳，有惊喜。对了，有需要的朋友上饿了么搜索“新机发售” ，现货发售，但是数量有限，先到先得！想要的马上冲。#买 iPhone 15就上饿了么#  李杰灵的微博视频  ,2023-09-22 19:40,1507,3866,1176
NksgsvsoO,#趣体验# 蔚来手机功能演示，汽车手机深度联动。如果你是蔚来车主会买一台这样的 NIO Phone 吗？这一次蔚来的方向对了吗？ 李杰灵的微博视频  ,2023-09-22 12:45,983,2135,688
NkscXxwIK,时间线上都是iPhone 15，我来晒晒蔚来NIO Phone。有一说一，在看到真机前，我以为它会跟之前的格力手机一样雷，体验视频待会就能发出。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2023-09-22 12:36,117,4,46
NkrE66GZ9,永动机来了，iPhone15系列换C口以后，用C-L的线接Magsafe外接电池，手机系统会显示手机和Magsafe都在充电中。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共3张] 原图 ,2023-09-22 11:10,673,62,151
NkrfA8eTO,#华为笔记本或将登顶轻薄本市场第一#大家都知道华为的手机很牛，尤其是Mate 60出来之后，一举拿下国内智能手机市场第二的份额，争气机实至名归。但是华为厉害的不只是手机，还有华为智慧PC，根据GFK提供的统计数据，华为7月轻薄本市场份额高达23.6%，有望成为行业第一。这背后是华为智慧体验带来的强大优势。依托鸿蒙能力的智慧PC，以跨设备的智慧操作收获市场消费者的进一步肯定。授人以鱼不如授人以渔，华为的发展之路向大家证明了“独立思考”的重要性，这也是华为能够不断变强最重要的核心能力。#华为笔记本有多争气# [组图共4张] 原图 ,2023-09-22 10:10,184,11,49
Nkrc4knbG,iPhone 15 Pro Max 512G蓝色原价到手。 #这外卖我可不敢放门口# #买 iPhone 15就上饿了么# 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2023-09-22 10:01,303,4,158
NkqRSh6eV,真倒霉，想着今天iPhone15首发日早点起床来公司上班拍视频，结果快到公司的路上被一辆货车追尾了。  [组图共3张] 原图 ,2023-09-22 09:11,687,13,423
NknuppAMr,#趣看发布会# 蔚来造手机，方向对了吗？#蔚来手机上市# 李杰灵的微博视频  抽奖详情  ,2023-09-22 00:35,311,342,132
NkmNr1Zjs,艹，最近我这么努力做数码博主，卷自己卷同事，刚才有个网友建议我少发数码内容，多发点七七八八的甚至自拍都可以。  ,2023-09-21 22:49,592,7,198
NkmdMkDgN,Redmi发布会送了一块Aape的滑板，不知道为啥没配轮子。晚上陪小刘来迪卡侬买轮子，结果轮子没买到，她被店员安利了陆冲板，说是更适合新手玩，加头盔护具买下来花了950块。果然女人的钱是最好骗的。  [组图共4张] 原图 ,2023-09-21 21:22,487,8,101
Nkm7cxN3s,#Note13系列评测#安排@小晴Kiwa 拍的Redmi Note 13 Pro+真机照片。1899起卖，好看吗？#小晴赏机#  [组图共9张] 原图 ,2023-09-21 21:05,148,14,66
NklYgiRMs,雷兄弟公司刚发布的全屋路由我已经在租来的大平层用上了，主路由放客厅，子路由放卧室，实测王者荣耀延迟低至20ms，打黄忠非常顺畅，价格499块很便宜，推荐给住大平层的兄弟们，另外刚发布的米家冰箱三门303L制冰版还在路上，漂亮的白外观设计，占地0.39㎡，价格2399，性价比无敌，打算放公司给同事放饮料用。 [组图共7张] 原图 ,2023-09-21 20:43,110,4,38
NkkWFg8V8,能看到这么美丽的城市黄昏，🌇全靠今天安排自己居家办公。 #微博手机影像年# 深圳  显示地图 [组图共6张] 原图 ,2023-09-21 18:07,217,3,69
Nkjrc3Hqq,前几天做了一个视频，话题#iPhone用户羡慕的安卓功能# 上了热搜，很多网友说我这样不公平，还得做一期#安卓用户羡慕的iPhone功能# ，我觉得很有道理，这就安排上。评论区征集一下大家的意见，说出你们羡慕iPhone的哪些功能吧！  原图 ,2023-09-21 14:16,424,2,243
NkiDnj67M,#蔚来手机上市#6499起卖。视频还在剪辑中，明天中午来看全网首发深度评测视频，有惊喜。今晚可以先来看#趣看发布会# 总结。  [组图共3张] 原图 ,2023-09-21 12:14,404,6,131
Nki2gg0y4,赛博朋克屋装修改造综艺来了！！！我有信心这是全网最帅的男生秘密空间。#华强北有多少命运的齿轮在转动# 《奇迹焕新家》 年轻人的家居狂想 #bilibili# 网页链接 (哔哩哔哩客户端下载 网页链接)  ,2023-09-21 10:42,99,10,26
NkhZ7w8m6,#Mate60不会放过每一个逃单的人# 众所周知，我不是一个会逃单的人，但是偶尔总有那么几家餐厅信号很差，配合上iPhone更是雪上加霜，想付款二维码都调不出来，这就很影响我有钱大方的人设。这时候拥有一台华为Mate60 Pro的优势就来了，灵犀天线与灵犀 AI 算法强强联合，你就是“信号最强的那个人”，再也不用担心付不了款的尴尬情况了。不仅在扫码付款这个场景，在高铁、地铁、电梯、车库等弱信号场景下都能实现更稳定的网络连接。#为什么Mate60信号遥遥领先# [组图共4张] 原图 ,2023-09-21 10:35,632,12,137
NkhLVlocs,我参加的装修改造综艺@奇迹焕新家 节目组为我剪了一段内心独白，太感人了，我哭死！花了我100万的赛博朋克秘密基地终于快要完工了。#华强北有多少命运的齿轮在转动#  #奇迹焕新家#  李杰灵的微博视频  ,2023-09-21 10:02,910,436,427
NkhAh50Sm,全网第一台二手9新有划痕的iPhone15 Pro来了！采货侠CEO带了一台全新iPhone15 Pro给我做暴力测试，进来看看今年苹果全新材料钛合金边框到底耐不耐刮！！！ 李杰灵的微博视频  ,2023-09-21 09:33,738,279,185
Nkdaj02Lc,#趣看发布会# 时尚界的新宠折叠屏？荣耀V Purse能打动女生吗？ 李杰灵的微博视频  抽奖详情  ,2023-09-20 22:18,318,680,149
Nkd9ez3le,参加完发布会回小区健身房准备跑步，结果健身房不知道什么原因锁起来了，铁粉群里的网友以为我又要发200红包了，但是他们不知道我还可以回家跳绳。四舍五入又赚200块。  [组图共3张] 原图 ,2023-09-20 22:16,225,2,91
NkcqN7tl3,#趣评测三百万买车计划# 我再不买，三百万都被志斌花完了。看中了今晚刚发布的零跑C01超级增程版，选了最高配17万多，这个价位的电动车其实才是大多数人所关注的，之前我接触比较少，也没开过增程的轿车，所以打算买一辆长期开，更好地给大家分享使用体验。我想做一名接地气的「汽车博主」，干翻詹志斌，希望大家支持。 [组图共3张] 原图 ,2023-09-20 20:26,511,3,142
Nkbssr42u,简单盘点一下Note 13Pro+，影像上有2亿像素，体验层面有屏幕指纹，GGV玻璃，IP68，屏幕上更是用了华星C7 1.5K屏，配置在这个价位可以说是拉满了。比起这些我觉得设计是这次的亮点，很多看到这款手机的都觉得好看的不像是Note系列，设计和质感上完全是奔着旗舰来的，这又放出个联名款，一起猜猜看Note13Pro+以及联名款分别多少价格起？ [组图共4张] 原图 ,2023-09-20 17:58,83,1,38
Nk9trtewK,#笑容加数字牙刷新品发布会# 最近收到usmile笑容加寄来的礼盒，里面摆放了两部手机和两只牙刷，手机我很熟悉，从左往右依次看，第一台是诺基亚E72，第二台是iPhone 3GS；对应左侧白色的是传统的电动牙刷，右侧就是usmile笑容加最新的旗舰产品——usmile笑容加双面屏数字牙刷 F10 PRO。据说礼盒的灵感就是来源于手机行业（诺基亚VS iPhone）的经典颠覆案例，对应电动牙刷行业（传统电动牙刷VS数字牙刷），usmile笑容加要做这个行业的创新者，颠覆传统牙刷的使用体验，让电动牙刷进入数字时代。#爱牙日# #原来塞牙是牙齿在求救# #电动牙刷到底是不是智商税# usmile笑容加要做不同以往的产品，新品的实力肯定要过硬。聊回今天的主角usmile笑容加双面屏数字牙刷 F10 PRO，自带双面屏，集成了「软件+硬件+算法+云端 +传感器」这些新特性，为的就是要重新定义刷牙体验。据说国际权威机构德国莱茵TüV还为usmile笑容加正式颁发了行业首个TüV莱茵高效深度洁净认证证书，F10系列可是全球首款通过这个认证的牙刷产品。 接下来让我细细说一下新品，F10 PRO拥有曜石黑和幻魅紫两款配色，我收到的是幻魅紫，也是主打色，刚好和我的iPhone 14 Pro Max很搭，采用渐变喷涂工艺，上手的第一感受质感很不错，机身和刷头的设计都是我喜欢的样子。 F10 PRO采用双面屏设计，前屏可以显示口腔状态、口腔状态周报及刷牙状态，查看漏刷区域，看刷牙结果。背屏可以刷牙时查看牙菌斑的残留量和力度过大提醒。以往使用的牙刷提示多是震动提醒，是靠感觉识别，而现在F10 PRO有了屏幕，查看更直观，就像是多了一双眼睛，这种感觉还挺奇妙的。 除了屏幕，F10 PRO软硬件也有看点，F10 PRO带有压力感应，刷牙感受到压力时，才会记录时间和进度，不会漏刷牙，亲测确实有效。 值得一提的是，F10 PRO支持「力度过大保护」这个功能，是通过标配的「缓震亮白刷头」以及刷柄上搭载的电子压力传感器实现的。还可以通过传感器来判断刷头是在牙齿的咬合面，内侧面，还是外侧面，匹配不同的摆幅和震动频率，由此来复刻科学的巴氏刷牙法，让刷牙这件小事也可以变得很专业。 F10 PRO还会动态记录每一次的刷牙行为（覆盖面、牙菌斑清除率、时长），和手机App 智能联动，生成刷牙报告，可以选日报，周报，月报进行查看，让我能清晰地知道每一次刷牙的结果。并且还会根据刷牙行为匹配一个专属于你的清洁模式，这种感受就像是使用手机的语音助手，你先训练它，让它更懂你。除了智能化部分，F10 PRO还支持IPX8 等级防水，180天的续航时间等，真正做到不惧水，用得久。 整体使用下来，usmile笑容加 F10 PRO相比传统牙刷确实更有优势，不管是双面屏幕可视化，还是记录刷牙行为联动 App生成刷牙报告等功能，体验都是领先的，这种感受就像功能机突然进化到智能手机，一切都变得更人性化和智能化，推荐给更关注牙齿健康的你。 为了感恩回馈老用户，usmile笑容加斥资5亿推出回收计划，凡买过U1与Y1且手头上有现存产品的小伙伴即可参加活动。提供购买记录并把产品寄回，就可以在购买新品旗舰F10 PRO时享受399/299元的全额抵扣，大家可以到【usmile笑容加】微信公众号回复【5亿回馈】查看活动时间和参与详情~ [组图共9张] 原图 ,2023-09-20 12:55,561,183,180
Nk8GkuU7W,#为什么那么多人抢华为折叠屏#因为买到就是赚到，这是华强北今天华为Mate X5的现货报价。  原图 ,2023-09-20 10:54,166,7,91
Nk4BW6wys,忙碌了一天的李师傅，打开王者荣耀维护中。  原图 ,2023-09-20 00:32,212,0,70
Nk3gXiOSf,⏰9月20日12:30 我将连麦@微博电竞 与大家一起畅聊电竞出圈的魅力。⚠️另外，到#亚运电竞[超话]# 参与问题征集活动，带#电竞出圈魅力何在##亚运竞荣耀# 话题发布想问我的问题，都有机会被选中在直播间内提问哦～#跨界聊出圈#  原图 ,2023-09-19 21:07,56,3,15
Nk31Er24v,#趣体验#这次的荣耀V Purse 不仅做到了轻薄机身，还赋予了它时尚的属性。我还特地请小刘出山，拍了几组时尚大片，不愧是微博三大美女之一。 李杰灵的微博视频  ,2023-09-19 20:30,1566,3271,1013
Nk2XxsFAV,iPhone15 Pro真机暴力测试，全网第一台9新有划痕的二手iPhone15 Pro。外壳用卡针，美工刀，螺丝刀硬划，背面和正面玻璃几乎划不出痕迹，抗划伤能力非常强。只有边框能被螺丝刀划伤，详情见图6。另外实测type—C接口没有加密，安卓手机快速充电器可以给新iPhone快充。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2023-09-19 20:19,463,29,179
Nk0haoisP,华为FreeBuds Pro 3首发体验：都回来了！攻守易形了！#我国标准率先突破无线音频传输限制##华为耳机首发搭载无损无线传输#前段时间，华为 Mate 60 系列的横空出世在全行业引起了轩然大波。让我感到更惊喜的是，这次不仅仅是手机，就连全新的华为 FreeBuds Pro 3 也 “回来” 了！从此以后，攻守易形了！#趣体验# http://t.cn/A6OOTxMd ,2023-09-19 13:30,2102,4241,1379
NjZTA5saZ,小刘给我准备的餐前水果，太爽了，最喜欢吃这种不用剥皮不用吐核的水果了一口一个大满足。  原图 ,2023-09-19 12:31,401,3,102
NjZIJuFhX,来来来，一人说一个#iPhone用户羡慕的安卓功能#。我觉得安卓自带的长截图功能是我很羡慕的一个功能，还有超级快充。  ,2023-09-19 12:05,4376,44,906
NjZGF0KSh,这一期视频我们盘点了#iPhone用户羡慕的安卓功能# ，大家进来看看还有没有可以补充的。 李杰灵的微博视频  ,2023-09-19 12:00,8095,3825,2443
NjZsqh0bu,"#华为争气黑科技产品上新#之前曝光的“大平板”华为MatePad Pro来了，屏幕尺寸升级到了13.2英寸，从海报内容来看还有重量和厚度都会有新的变化。「十年之作」华为MatePad Pro 13.2""定位旗舰平板，除了满足影音娱乐之外还有什么新配色，作为生产力工具的能力也会更进一步，PC级的办公体验 、设备之间的互联与协同让我印象深刻，还有余总提到会搭载的星闪技术，这可能是9月25日发布会的另一个重磅更新了，对#新华为平板成首款星闪产品# 你还有哪些期待？让我们静待9月25日发布会 [组图共6张] 原图 ",2023-09-19 11:25,161,11,40
NjZeuCYup,微博最近好爱我啊，让我上开屏广告，还要投资我红包送粉丝。转发这个微博，明天在@微博抽奖平台 抽10位朋友平分500元现金红包。#微博宠粉季#  [组图共2张] 原图 ,2023-09-19 10:50,755,1089,817
NjYXCAtVe,#正式确诊为装修幻想症#偷偷参加了一个装修节目，准备到时候惊艳所有人，一个属于男生的秘密基地，一个全网最酷的赛博朋克空间，你们就期待着吧！不出意外的下个月就能晒出来了，这回是真装修天才。#奇迹焕新家# 李杰灵的微博视频  ,2023-09-19 10:09,220,121,119
NjTmEqepB,小刘又来山姆扫货，准备今后大展厨艺。 深圳·沃尔玛山姆会员商店  显示地图 [组图共2张] 原图 ,2023-09-18 19:54,471,5,124
NjSY9zj0d,要洗车没问价格，进休息室坐下开始泡茶了才发现要200块，还没开始洗，这个时候不洗走人会不会不太好。 深圳  显示地图 [组图共3张] 原图 ,2023-09-18 18:53,641,3,245
NjS47vxNd,修复的工作量很大，很野的小伙伴辛苦了。 深圳·很野露营地  显示地图 [组图共9张] 原图 ,2023-09-18 16:35,398,8,139
NjRos0llR,周一工作日来#天台一号# 监工，目前已经可以确定的是国庆前装不好，元旦前还是可以争取一下的，实在不行春节前肯定能搞定了。我现在去很野露营地看一下，看看周末能不能修好开始接客。  [组图共6张] 原图 ,2023-09-18 14:53,318,6,172
NjKRqhHVq,城里忙久了经常会想象去这种海边小镇生活，但其实我知道这种地方再美好，我也待不了太久，内心无法平静，面朝大海跑车豪宅也没用。想来想去可能还是装修建房子的快乐会比较长久，图里这一栋我就很喜欢，一面在悬崖，一面在路边，铝合金外立面特别有逼格，比我老家那栋强太多了。  [组图共5张] 原图 ,2023-09-17 22:15,263,29,89
NjJ65oF1q,下午请小刘出山，拍一款神秘产品。表现不错，完全不输专业模特，不愧是微博三大美女之一。  [组图共6张] 原图 ,2023-09-17 17:46,902,14,220
NjGXiyABu,昨晚去喝酒，小刘还给我做她最拿手的海鲜锅，我的家庭地位真的是越来越高了。  [组图共2张] 原图 ,2023-09-17 12:18,566,11,186
NjBr7ue6B,今天大湾区女数码博主@沫薇Alysa 过生日，没想到大家都这么会唱歌。 深圳 李杰灵的微博视频  显示地图 ,2023-09-16 22:15,537,83,163
NjAE3axbB,装修博主上线，看了#慕思发布会# ，这次的慕思AI智慧床垫确实有些意思，有睡眠困扰的朋友可以了解一下。在慕思AI智慧床垫发布之前，我是没想到床垫也能支持潮汐算法的，可以做到比其它床垫更容易进入睡眠状态，支持慕思Al air spring支撑系统，有效支撑颈椎和脊椎，可以实现全智能Al调节。 还支持与电动床匹配，可以实现看书模式、瑜伽模式、观影模式、按摩模式等。这个床垫也是支持APP的，可以通过手机或智能终端，选择自主调节或智能调节肩、腰、臀、腿等部位的软硬度、支撑度及贴合度，以匹配不同状态下的最佳睡眠需要。还可以查看睡眠报告，支持睡眠管理，可记录整夜睡眠的深睡时长、入睡时长，心率、呼吸率、翻身次数，离床时间等信息，对我这种带着手表睡觉总感觉有异物感的太友好了。最近睡眠质量不太好，想搞一张来试试。 #家有慕思睡得香#http://t.cn/A6O9k4tU ,2023-09-16 20:15,70,3,35
NjAj8fBFM,詹志斌越来越过分了，以前只是穿穿增高鞋，现在合影还偷偷放三层坐垫。  [组图共4张] 原图 ,2023-09-16 19:23,990,8,330
NjxtretfB,@老胡的车生活 来深圳收车，中午在我家蹭饭，我带他到楼下商场下馆子，螃蟹一上，他都惊呆了，问我平时午饭都吃这么好吗？我说这些早就吃腻了，我现在一般在家吃刘欣煮的豆角南瓜汤。有钱人的生活就是这么简单枯燥。  原图 ,2023-09-16 12:10,688,5,148
NjrrOA3cV,9月15日晚8点，苹果官网新品发售，拼多多百亿补贴同步上线补贴价！iPhone15全系，补贴价至高直降500元！苹果新品补贴专场，点击直达：【http://t.cn/A6O9k0fs 】AirPods Pro 2，直降200元！Apple Watch S9，至高直降350元！Apple Watch Ultra 2，至高直降500元！Apple Watch SE，至高直降250元！百亿补贴中秋大促同时火热进行中，9月15日晚6点起，可领最高420元券包！活动商品补贴价叠券折上折！领券点：【http://t.cn/A6O9k0Io】日版Switch Oled游戏主机，1699元  【http://t.cn/A6O9k0IF】美心流心奶黄月饼，238元 【http://t.cn/A6O9k0Mb】全母大闸蟹（2.4-2.6两），155元/10只 【http://t.cn/A6O9k0Mb】53度飞天茅台，2699元 【http://t.cn/A6O9k0Mb】趁着中秋大促，可以来百亿补贴主会场【http://t.cn/A6O9k0Io】逛逛，补贴价叠福利券，享折上折，好价别错过！（活动价随市场价波动，以线上实际价格为准） [组图共3张] 原图 ,2023-09-15 20:50,246,36,149
NjpKe236n,帮雷兄弟说句话，个人感觉DXO应该做个思路的转变了，Note都一改思路玩起来了设计和影像，这时候测试Redmi 12 5g没有任何实质性的意义，反而只能扩大热度让大家知道Note13系列快要来了。  原图 ,2023-09-15 16:30,298,3,42
NjnYFgMcW,最近准备购买iPhone15系列的朋友看过来，要买二手的可以等等我们，全新的可以去快手看看，现在知道的朋友还不是很多，抢到的概率更大。整理了一下抢购攻略，S 快手 输入大牌大补或者Apple新品 苹果新品 iphone15，均可进入购买页面。现在看到后立即进入店铺预约购买，9月22日会正式开卖新品。快手真的有用心在做电商，因为专业，第二季度取得了非常不错的进展，GMV同比增长38.9%，得益于平台更精细化的用户分级运营策略，通过智能补贴、产品功能迭代等进一步扩展优质买家在平台的消费宽度和粘性，月均买家数量突破1.1亿。接下来还会结合直播内容场，在商城等泛货架场域重点做好复购的承接，加强重点货品运营，使货架成为快手电商全域运营的新的增长点。最后在说一下，有需要购买苹果新品的朋友，记得S 快手 输入大牌大补或者Apple新品 苹果新品 iphone15，均可进入购买页面。 [组图共4张] 原图 ,2023-09-15 12:00,184,20,74
NjnCscN2U,辟谣：宋紫薇离职与她在我们很野露营地被困一事无关。  ,2023-09-15 11:05,2162,32,355
Njj5U4u86,很奇怪，志斌明明辣么帅，为什么我每次发他的视频都是上的搞笑榜，而不是颜值榜，微博平台是不是算法有问题。  [组图共3张] 原图 ,2023-09-14 23:34,474,1,103
NjhNhDnjo,又来吃烧鸡了。 深圳·杨美烧鸡  显示地图 [组图共2张] 原图 ,2023-09-14 20:15,504,2,145
NjgEG9Zuh,羡慕志斌，岁数这么大了还能这么幼稚！ 李杰灵的微博视频  ,2023-09-14 17:21,1007,109,220
NjfF7x5Ze,接车前仔细检查了一下，ES8确认全身无磕碰，我就怕志斌讹我，把原本的小磕碰又说是我弄的，所以这次特别注意。稳了。  [组图共4张] 原图 ,2023-09-14 14:49,508,7,205
Njfr2F7OW,中国电动车现在这么猛了吗？欧盟都要发起反补贴调查了。  原图 ,2023-09-14 14:15,166,2,49
NjfmR2Hk5,今天iPhone推送的历史照片是我和小刘2017年在华强北拍的，忘记是谁帮我们拍的了，那时候我长得瘦，有气质，也没现在这么黑，小刘看我的眼神全是爱。现在6年多过去，她对我只剩嫌弃了。  [组图共3张] 原图 ,2023-09-14 14:04,850,12,257
NjelY0yzF,华为卫星通话能用还是好用?音质和普通通话对比怎么样? #华为mate60##当我买到了华为matex5# #华为手上还有大牌#  李杰灵的微博视频  ,2023-09-14 11:30,330,49,47
NjejLnNbW,#当我买到了华为MateX5#开始嘚瑟的时候，又有内部人士说#华为手上还有大牌# ！我猜测这个大牌应该是大Pad。  原图 ,2023-09-14 11:24,191,2,60
NjdLqluWZ,#当我买到了华为MateX5#，能有人比她还嘚瑟吗？小晴Kiwa的微博视频  ,2023-09-14 10:00,1149,253,163
Nj9z0Fjun,今天没跑步，群里200块已发。主要原因是昨晚苹果发布会通宵熬夜了，然后白天心事又太多没睡着，加上昨晚辛苦做的短视频包括趣看发布会播放量都不如预期，有点小失落。另外之前跑了两天，现在右边屁股和大腿交接处有点疼，走路都会痛。算了，喝两杯小麦汁好睡觉，今天就不跑了。  [组图共2张] 原图 ,2023-09-13 23:18,489,7,258
Nj79uguDH,荣耀最新的钱包折叠屏1日已经发布了小于9mm的折叠态厚度，从最新视频来看，展开态厚度比彼岸花的花茎还要薄，同时基本官宣，在重量维度，也相当有优势。外折的形态优势真的被完全发掘出来，连续两款产品力惊人的大折叠，荣耀确实有底气讲这句“改变轻而易举”#相同价格选iPhone15还是国产折叠屏#  http://t.cn/A6OoACoP ,2023-09-13 17:10,63,2,10
Nj6TZDRys,小米一直以来都挺尊重华为专利的，比如5G专利投票的时候，小米投给了华为，发布会上也直接放出5G专利华为第一，小米第10，而且之前的互诉，也属于大厂间正常博弈，没必要过度解读。不过 #华为小米达成全球专利交叉许可协议#肯定是个好消息，国产厂商联合起来，才有助于实现共赢，未来取得更好的成绩。  [组图共2张] 原图 ,2023-09-13 16:31,684,17,140
Nj6iM6VZ4,第一次见这么高清的，还真是有点像动车头。#公路高铁理想MEGA##理想MEGA低伪装谍照# 李杰灵的微博视频  ,2023-09-13 15:00,333,13,103
Nj5SdyuR1,#趣看发布会# 2023年度科技春晚，华为5G大战苹果Type-C！谁更胜一筹？#苹果新品发布会#，#iPhone15上手评测# 李杰灵的微博视频  抽奖详情  ,2023-09-13 13:54,2465,5289,1811
Nj5BMqyx3,小刘煎的牛排，说是奖励我昨晚通宵工作，一块太生，一块太熟，还不如不奖励。  [组图共2张] 原图 ,2023-09-13 13:14,594,3,180
Nj4CdBxhX,都在发新iPhone，我发个华为Mate 60 Pro+熊猫色真机上手吧！这个颜值能打几分？#华为mate60pro+#  [组图共6张] 原图 ,2023-09-13 10:42,962,15,281
Nj2LQk8yy,早啊！还是回家睡吧。#趣看发布会# 录完音在剪辑了，不出意外下午就能发出。#苹果新品发布会# 深圳·深圳市趣评测科技有限公司  显示地图 [组图共2张] 原图 ,2023-09-13 06:00,197,1,63
Nj2hP9HEr,#苹果新品发布会# 一图流，盘点今天苹果都发布了哪些产品多少价格，只看这一张就够了。#iphone15上手评测# 深圳·深圳市趣评测科技有限公司  显示地图 原图 ,2023-09-13 04:46,1943,139,398
Nj0HN6Jz3,#趣看发布会# 对标理想L7？华为余承东带着新问界M7来了！#华为发布会#  李杰灵的微博视频  ,2023-09-13 00:45,444,652,150
Nj06Zlt19,直播开始前的超级豪华夜宵，花了1500块买了15只烧鸡，@小晴Kiwa 睡得跟猪一样，同事们都让我不要叫醒她。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共4张] 原图 ,2023-09-12 23:14,696,15,177
NiYhCtg71,图1：你们看到的@小晴Kiwa 图2：我们看到的@小晴Kiwa 图3：下播以后的@小晴Kiwa 深圳·深圳市趣评测科技有限公司  显示地图 [组图共3张] 原图 ,2023-09-12 18:35,398,5,148
NiXTD09Mg,人在深圳，心系加州，大家进来陪我熬夜看#苹果新品发布会#吧！  李杰灵的微博直播 大湾区兄弟陪你看2023苹果秋季发布会  ,2023-09-12 17:36,1458,32,3166
NiXEX6tOn,#华为发布全新25万级问界M7# 关注了很久的新车问界新M7终于来了，定位25万级，拥有同级最大的空间，布局更合理，乘坐更舒适，新增了大床露营模式，长度可达2m，还实现了主副驾驶座位双排小憩。我很在意的智能化体验方面做得也很好， HUAWEI ADS 2.0高阶智能驾驶系统和鸿蒙智能座舱3.0加持，体验可以说是遥遥领先了，五个亿果然没白花。并且可油可电，综合续航1300km，没有续航焦虑，确实有些心动。 [组图共6张] 原图 ,2023-09-12 17:00,98,5,34
NiXrk2hKF,今晚睡公司不回家，被子枕头都带来了。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2023-09-12 16:26,536,7,207
NiWwfexuA,今晚决定熬夜，认真做一名数码博主。我们组了一个大湾区兄弟局，我出杨美烤鸡，和@楼斌Robin @UX_有思 边吃边直播，带大家一起看今年iPhone15苹果发布会，今晚11点半的时候点我头像进直播间，欢迎来聊天。 深圳·深圳市趣评测科技有限公司  抽奖详情  显示地图 原图 ,2023-09-12 14:05,449,765,409
NiW1M4eMI,今天健身了，省下来的两百块小刘拿去买菜，做了一顿丰盛的午餐。  [组图共4张] 原图 ,2023-09-12 12:50,439,6,180
NiVkLEuuf,#李佳琦哭着道歉#很多人只看到了李佳琦第一天怼顾客和第三天哭着向大家道歉的视频，但是没有看到他第二天直播的时候说，他其实早就可以不直播了，是粉丝让他直播他才坚持下来的。在我看来，他第一天的发言更多的情绪是不耐烦，他对他的工作不耐烦了，他对他的客户不耐烦了，他觉得自己现在这个条件，还坚持在一线直播理应得到大家的信任和认可，本质上他并不觉得客户是在质疑花西子，而是在质疑他。以他目前的知名度和经济情况有这种情绪其实是合乎人性和逻辑的。他是柜台销售员出身，摸爬滚打好几年终于出人头地，但是他的工作内容本质上和之前的柜台销售没什么区别，人取得一定的成绩以后就会追求自认为更高级的地位和尊重，我觉得他可能有时候也会想，我都亿万富翁了，为什么还要每天和普罗大众解释我卖的产品很好用，比别人家的低个几块钱。这种心理是导致他第一天和第二天说那些话的重要原因。我在华强北认识几位做二手机的大哥，他们的身家保守估计几千万是有的，但是他们几年如一日地坐在狭窄的柜台卖货，其中有一位转型做了直播，我经常看他坐在镜头前不厌其烦地解释他卖的二手手机，一直播就是大半天，每天都播。有一次我调侃他，都这么有钱了还亲力亲为不觉得很累吗？他们说，早就想开了，我就是干这个的，不然我能干啥。你可以把它理解为务实，也可以理解为妥协，但是在想开之前肯定会有一定的心理波动。李佳琦现在应该还处于这个阶段，他想着退居幕后当老板，但是目前应该还不太能办到，所以他情绪上很扭捏。我之前也有这个困惑，很多网友通过很复杂的方式加到了我的微信，有的写很长的文字发私信，有的会跟客服一次次说，有的来公司找我线下见面加的，但是其中很多加了微信的网友，后面半年一年里找我最多的事，就是要产品优惠，有的要买钢化膜让我优惠5块钱，有的要买二手手机让我优惠50块，也有回收手机的让我多给他100块。我一开始也是很困惑的，他们这么费劲加我微信难道就是要这几块几十块的优惠吗？后来我想明白了，我就是干这个的啊，大部分时候我除了能给他们优惠几块钱，也干不了什么。当你把自己的定位放准确了，你的心态自然也就好了，生活中很多事情都是这样的。说了这么多，其实只是想让大家知道，我还是那个我，我没忘记当初因为什么而出发，虽然我现在搞了很多副业，但是卖货依然是我的重心，请大家记住那八个大字，「买机卖机，杰灵第一」。最后，那些在微信让我优惠的网友，我一个也没答应。「趣评测商城」底价销售，找老板也没用。 ,2023-09-12 11:04,3193,305,764
NiUY4dSfS,这是我认为的#华为争气三件套#，你们觉得是哪三样？  [组图共2张] 原图 ,2023-09-12 10:08,276,8,78
NiUWtptIE,#华为争气三件套# 前段时间抢了台 Mate 60 Pro，做了好几期视频。结果每一期视频底下都有人说，手机里能听到杂音，遥遥领先！遥遥领先！遥遥领先！！打开微博一看，甚至连央视都出面点评「华为新手机大有可为」。#趣体验#但要我来说最牛的还得是华为的生态。如果说 Mate 60 Pro 是争气机1号，那加上我手里的 MatePad Pro 12.6英寸、MateBook X Pro，是不是就算华为争气三件套了！ http://t.cn/A6OaiqJK ,2023-09-12 10:05,6969,4929,2333
